UnitCode,ParkName,Date,Comments,Year,MonthName,MonthNumber,Prompt,WordCount,TokenCount,CharacterCount,Output
FODO,Fort Donelson NB,2017-12-01,Visitor services are being offered at the Stewart County Visitor Center while the FODO visitor center is under reconstruction. Park interpretation offices are located near the National Cemetery while the visitor center is unavailable.  Counter numbers will continue to be skewed until park staff is able to access the Park Visitor Center.  (Maybe near year end.)  Wreaths Across America ceremony offered at the National Cemetery brought in 150 visitors that day.  The last three Riverboat tours of the season brought in 38 and 57.,2017,December,12,"Comment for December:
Visitor services are being offered at the Stewart County Visitor Center while the FODO visitor center is under reconstruction. Park interpretation offices are located near the National Cemetery while the visitor center is unavailable.  Counter numbers will continue to be skewed until park staff is able to access the Park Visitor Center.  (Maybe near year end.)  Wreaths Across America ceremony offered at the National Cemetery brought in 150 visitors that day.  The last three Riverboat tours of the season brought in 38 and 57.",87,106,552,"December: FODO visitor center is closed for reconstruction, with visitor services temporarily relocated to Stewart County Visitor Center. Park interpretation offices are available near the National Cemetery due to the closure of the visitor center."
PUHO,Pu'uhonua o Honaunau NHP,2015-12-01,Dengue fever broke out in December 2015,2015,December,12,"Comment for December:
Dengue fever broke out in December 2015",10,15,61,December: No Closures.
PUHO,Pu'uhonua o Honaunau NHP,2017-06-01,We had our Annual Cultural Festival on June 24-25.,2017,June,6,"Comment for June:
We had our Annual Cultural Festival on June 24-25.",12,17,68,June: No Closures.
PUHO,Pu'uhonua o Honaunau NHP,2017-03-01,The park closed at 2 :30 due to high winds and no power,2017,March,3,"Comment for March:
The park closed at 2 :30 due to high winds and no power",16,19,74,March: The park closed early at 2:30 due to high winds and a power outage.
PUHO,Pu'uhonua o Honaunau NHP,2017-01-01,The Park was closed 1/15 and 1/16 due to high surf.,2017,January,1,"Comment for January:
The Park was closed 1/15 and 1/16 due to high surf.",14,22,72,January: The Park was closed on 1/15 and 1/16 due to high surf.
PUHO,Pu'uhonua o Honaunau NHP,2017-10-01,"October 24,25,26,27,29,30 the park was closed to either high winds or high surf",2017,October,10,"Comment for October:
October 24,25,26,27,29,30 the park was closed to either high winds or high surf",16,28,100,"October: The park was closed on October 24, 25, 26, 27, 29, and 30 due to high winds or high surf."
PUHO,Pu'uhonua o Honaunau NHP,2015-01-01,Park was closed due to high surf.  From 2/21/ to 2/25/ both picnic area and Pu'uhonua was closed.,2015,January,1,"Comment for January:
Park was closed due to high surf.  From 2/21/ to 2/25/ both picnic area and Pu'uhonua was closed.",21,37,118,January: No Closures.
PUHO,Pu'uhonua o Honaunau NHP,2010-06-01,"10 days of data missing due to only one VUA working entire schedule. Vehicle data is accurate, but buses, pax, fishing is short 10 days.",2010,June,6,"Comment for June:
10 days of data missing due to only one VUA working entire schedule. Vehicle data is accurate, but buses, pax, fishing is short 10 days.",28,37,154,June: No Closures.
GLBA,Glacier Bay NP & PRES,2023-01-01,Will return,2023,January,1,"Comment for January:
Will return",5,6,32,January: No Closures.
GLBA,Glacier Bay NP & PRES,2023-03-01,Will return later to these months we are not actively tracking.,2023,March,3,"Comment for March:
Will return later to these months we are not actively tracking.",14,16,82,March: No Closures.
GLBA,Glacier Bay NP & PRES,2007-09-01,Cruise ships went from 205 in 2005 to 225 this year.,2007,September,9,"Comment for September:
Cruise ships went from 205 in 2005 to 225 this year.",14,21,75,September: No Closures.
GLBA,Glacier Bay NP & PRES,2009-01-01,New 10-year contracts for cruise ships: 92 in May & September; 153 in June-August; total of 245 ships entering the Bay vs 225 previous. Contracts are for 2010-2019.,2009,January,1,"Comment for January:
New 10-year contracts for cruise ships: 92 in May & September; 153 in June-August; total of 245 ships entering the Bay vs 225 previous. Contracts are for 2010-2019.",31,50,185,January: No Closures.
GLBA,Glacier Bay NP & PRES,2009-09-01,"FYI: A $50 per passenger tax was approved in 2006. Several major cruise lines have changed their itineraries for 2010 to not go to Alaska, resulting in an estimated reduction of 100,000 passengers with more changed itineraries in 2011.",2009,September,9,"Comment for September:
FYI: A $50 per passenger tax was approved in 2006. Several major cruise lines have changed their itineraries for 2010 to not go to Alaska, resulting in an estimated reduction of 100,000 passengers with more changed itineraries in 2011.",42,62,258,September: No Closures.
GLBA,Glacier Bay NP & PRES,2023-07-01,*Commercial Services does not yet have all their data from Dry Bay. There were 4 people using the Public Use Cabin this month. There were a total of 24 Visitors this summer at the Dry Bay Lodge total this summer. I broke this number down to spread it out by month in a way that seems most consistent with use in past years. *There is absolutely no metric that I know of to calculate out of Outer Coast campers and boats or any boat use outside the bay commercial or otherwise during summer months. *Our numbers for park use (other than administrative) outside of our operating/permitting season (May-September)/(June-August) should also be taken as estimations.,2023,July,7,"Comment for July:
*Commercial Services does not yet have all their data from Dry Bay. There were 4 people using the Public Use Cabin this month. There were a total of 24 Visitors this summer at the Dry Bay Lodge total this summer. I broke this number down to spread it out by month in a way that seems most consistent with use in past years. *There is absolutely no metric that I know of to calculate out of Outer Coast campers and boats or any boat use outside the bay commercial or otherwise during summer months. *Our numbers for park use (other than administrative) outside of our operating/permitting season (May-September)/(June-August) should also be taken as estimations.",117,144,679,July: No Closures.
GLBA,Glacier Bay NP & PRES,2023-06-01,*Commercial Services does not yet have all their data from Dry Bay. There were 4 people using the Public Use Cabin this month. There were a total of 24 Visitors this summer at the Dry Bay Lodge total this summer. I broke this number down to spread it out by month in a way that seems most consistent with use in past years. *There is absolutely no metric that I know of to calculate out of Outer Coast campers and boats or any boat use outside the bay commercial or otherwise during summer months. *Our numbers for park use (other than administrative) outside of our operating/permitting season (May-September)/(June-August) should also be taken as estimations.,2023,June,6,"Comment for June:
*Commercial Services does not yet have all their data from Dry Bay. There were 4 people using the Public Use Cabin this month. There were a total of 24 Visitors this summer at the Dry Bay Lodge total this summer. I broke this number down to spread it out by month in a way that seems most consistent with use in past years. *There is absolutely no metric that I know of to calculate out of Outer Coast campers and boats or any boat use outside the bay commercial or otherwise during summer months. *Our numbers for park use (other than administrative) outside of our operating/permitting season (May-September)/(June-August) should also be taken as estimations.",117,144,679,June: No Closures.
FLNI,Flight 93 NMEM,2020-04-01,Park was closed due to Covid 19,2020,April,4,"Comment for April:
Park was closed due to Covid 19",10,12,50,April: Park was closed due to Covid-19.
FLNI,Flight 93 NMEM,2004-11-01,Begining of low season-cold weather.,2004,November,11,"Comment for November:
Begining of low season-cold weather.",8,13,58,November: No Closures.
FLNI,Flight 93 NMEM,2006-05-01,School tours and continued media attention from United 93.,2006,May,5,"Comment for May:
School tours and continued media attention from United 93.",12,15,75,May: No Closures.
FLNI,Flight 93 NMEM,2020-03-01,park closed on March 17 due to Covid 19,2020,March,3,"Comment for March:
park closed on March 17 due to Covid 19",12,15,58,March: Park closed on March 17 due to Covid-19.
FLNI,Flight 93 NMEM,2006-09-01,5th Anniversary Memorial Service held on September 11th.,2006,September,9,"Comment for September:
5th Anniversary Memorial Service held on September 11th.",11,16,79,September: No Closures.
FLNI,Flight 93 NMEM,2004-05-01,High visitation season began with 55 bus groups this month.,2004,May,5,"Comment for May:
High visitation season began with 55 bus groups this month.",13,17,76,May: No Closures.
FLNI,Flight 93 NMEM,2004-01-01,Began tracking bus visitation to the Flight 93 temporary Memorial.,2004,January,1,"Comment for January:
Began tracking bus visitation to the Flight 93 temporary Memorial.",13,17,87,January: No Closures.
